country,year,urbanization
ARE,2009,0.831701992996163
ARE,2010,0.833714299144178
ARE,2011,0.8356950077953471
ARE,2012,0.837643244751488
ARE,2013,0.839558135814626
ARE,2014,0.8414388067870191
ARE,2015,0.843284383471193
ARE,2016,0.8450939916699841
ARE,2017,0.84686675718659
ARE,2018,0.8486018058246251
ARE,2019,0.850298263388195
ARE,2020,0.851955255681984
ARE,2021,0.853571908511355
ARE,2022,0.855147347682487
ARG,2009,0.9082090232332649
ARG,2010,0.9099300519409771
ARG,2011,0.9110722867384059
ARG,2012,0.912041217246797
ARG,2013,0.913014507719473
ARG,2014,0.9139753454729539
ARG,2015,0.914923019108628
ARG,2016,0.915856817228217
ARG,2017,0.916776028433824
ARG,2018,0.917679941327998
ARG,2019,0.9185678445138019
ARG,2020,0.919439026594897
ARG,2021,0.920292776175651
ARG,2022,0.92112838186126
ARM,2009,0.6435195303885161
ARM,2010,0.643304164043132
ARM,2011,0.6432074491451939
ARM,2012,0.643268379506998
ARM,2013,0.643584061131466
ARM,2014,0.6441429342332909
ARM,2015,0.644929623431549
ARM,2016,0.645928753345316
ARM,2017,0.647124948593667
ARM,2018,0.648502833795679
ARM,2019,0.650047033570428
ARM,2020,0.65174217253699
ARM,2021,0.653572875314441
ARM,2022,0.655624462874485
ATG,2009,0.264808350768849
ATG,2010,0.260170447850587
ATG,2011,0.25694689859722003
ATG,2012,0.25455561858826703
ATG,2013,0.252475667667937
ATG,2014,0.25089972610774103
ATG,2015,0.25
ATG,2016,0.249239807471655
ATG,2017,0.24850026383687102
ATG,2018,0.247781432093764
ATG,2019,0.24708337524045
ATG,2020,0.246406156275043
ATG,2021,0.24574983819566001
ATG,2022,0.245114484000414
AUS,2009,0.861278139101818
AUS,2010,0.8621986005121429
AUS,2011,0.863268946146423
AUS,2012,0.8644512591366249
AUS,2013,0.865740515760243
AUS,2014,0.867221289343356
AUS,2015,0.868778642539361
AUS,2016,0.8701662952492351
AUS,2017,0.8712809266445
AUS,2018,0.8722676808459251
AUS,2019,0.873019647888406
AUS,2020,0.872713470458985
AUS,2021,0.872353407632761
AUS,2022,0.8733432682538129
AUT,2009,0.670705895694924
AUT,2010,0.6710474292547469
AUT,2011,0.6714842554150561
AUT,2012,0.672085909812279
AUT,2013,0.672981308784247
AUT,2014,0.6741543275917811
AUT,2015,0.6755761755373829
AUT,2016,0.677218061923556
AUT,2017,0.6790511960528021
AUT,2018,0.681046787227623
AUT,2019,0.6831760447505221
AUT,2020,0.6854101779240009
AUT,2021,0.68773601700253
AUT,2022,0.68998085127906
AZE,2009,0.531358125434574
AZE,2010,0.532848367714869
AZE,2011,0.535085461893249
AZE,2012,0.538076442276208
AZE,2013,0.541821087431318
AZE,2014,0.546319175926151
AZE,2015,0.551570486328276
AZE,2016,0.5575747972052659
AZE,2017,0.564331887124691
AZE,2018,0.571841534654123
AZE,2019,0.581308191977779
AZE,2020,0.582934691761937
AZE,2021,0.583659969744818
AZE,2022,0.584382815854684
BDI,2009,0.10497990043448199
BDI,2010,0.109843097335487
BDI,2011,0.115616652230006
BDI,2012,0.122244596804615
BDI,2013,0.129670962745892
BDI,2014,0.137839781740413
BDI,2015,0.14669508547475402
BDI,2016,0.156180905635494
BDI,2017,0.166241273909209
BDI,2018,0.176820221982475
BDI,2019,0.18786178154187
BDI,2020,0.199309984273971
BDI,2021,0.211108861865354
BDI,2022,0.22320244600259698
BEL,2009,0.8470258010850139
BEL,2010,0.849719309583717
BEL,2011,0.852349607044689
BEL,2012,0.854915403816388
BEL,2013,0.857415410247275
BEL,2014,0.8598483366858071
BEL,2015,0.8622128934804439
BEL,2016,0.864507790979645
BEL,2017,0.866731739531869
BEL,2018,0.868883449485575
BEL,2019,0.8709616311892221
BEL,2020,0.872964994991269
BEL,2021,0.874305564090635
BEL,2022,0.87489200269855
BEN,2009,0.42338538285999
BEN,2010,0.428916891239353
BEN,2011,0.434616136137276
BEN,2012,0.440475065829838
BEN,2013,0.446502883669319
BEN,2014,0.452880529235999
BEN,2015,0.459407403257663
BEN,2016,0.46609455900666397
BEN,2017,0.472942774880391
BEN,2018,0.479952829275963
BEN,2019,0.487125500590248
BEN,2020,0.49446156721989604
BEN,2021,0.501961807561354
BEN,2022,0.509627000010887
BFA,2009,0.23745232560111598
BFA,2010,0.24115092498158
BFA,2011,0.244682976845657
BFA,2012,0.248001912059054
BFA,2013,0.25106116148748003
BFA,2014,0.25381415599664303
BFA,2015,0.25621432645225
BFA,2016,0.25821510372001
BFA,2017,0.259769918665632
BFA,2018,0.260832202154822
BFA,2019,0.261187254401157
BFA,2020,0.263578373628627
BFA,2021,0.26811430774301703
BFA,2022,0.272791369742712
BGD,2009,0.27311124905741196
BGD,2010,0.277254372588696
BGD,2011,0.281100162712427
BGD,2012,0.28478797289457597
BGD,2013,0.288407036106763
BGD,2014,0.291944442321013
BGD,2015,0.295395099477892
BGD,2016,0.298753915517965
BGD,2017,0.302015798381799
BGD,2018,0.305175656009959
BGD,2019,0.308228396343012
BGD,2020,0.311168927321524
BGD,2021,0.31399215688606097
BGD,2022,0.31673734726234
BGR,2009,0.7130173492431641
BGR,2010,0.715149307250977
BGR,2011,0.7261016538855319
BGR,2012,0.7276848602294921
BGR,2013,0.729632821572019
BGR,2014,0.7308448791503911
BGR,2015,0.7310305786132809
BGR,2016,0.731750030517578
BGR,2017,0.733904571533203
BGR,2018,0.7360021209716799
BGR,2019,0.7371623229980471
BGR,2020,0.7332398986816411
BGR,2021,0.7334676561804101
BGR,2022,0.7347991640052239
BHR,2009,0.983277849907243
BHR,2010,1.0
BHR,2011,1.0
BHR,2012,1.0
BHR,2013,1.0
BHR,2014,1.0
BHR,2015,1.0
BHR,2016,1.0
BHR,2017,1.0
BHR,2018,1.0
BHR,2019,1.0
BHR,2020,1.0
BHR,2021,1.0
BHR,2022,1.0
BHS,2009,0.823977602095684
BHS,2010,0.824198104431593
BHS,2011,0.8241303474703081
BHS,2012,0.823947485339925
BHS,2013,0.823635791100868
BHS,2014,0.823180931037043
BHS,2015,0.8225685714323611
BHS,2016,0.821784378570728
BHS,2017,0.820814018736052
BHS,2018,0.8196431582122411
BHS,2019,0.818257463283204
BHS,2020,0.816642600232849
BHS,2021,0.8147842353450829
BHS,2022,0.813200717047725
BIH,2009,0.454246010387901
BIH,2010,0.45739215333260397
BIH,2011,0.460528777644843
BIH,2012,0.46365565597200004
BIH,2013,0.466954224739896
BIH,2014,0.47130783484831
BIH,2015,0.475711645087011
BIH,2016,0.48024884575238197
BIH,2017,0.48491840181910595
BIH,2018,0.48971927825823997
BIH,2019,0.49465044003775804
BIH,2020,0.499710852122997
BIH,2021,0.504899479477034
BIH,2022,0.5102152870609931
BLR,2009,0.741909646620571
BLR,2010,0.7455014038085941
BLR,2011,0.7505975341796881
BLR,2012,0.755281066894531
BLR,2013,0.7594970703125
BLR,2014,0.763405227661133
BLR,2015,0.766263885498047
BLR,2016,0.768458709716797
BLR,2017,0.770208206176758
BLR,2018,0.772132720947266
BLR,2019,0.774550771852757
BLR,2020,0.777890385790408
BLR,2021,0.78131086803694
BLR,2022,0.784732787892908
BLZ,2009,0.454589714924251
BLZ,2010,0.45191483819355804
BLZ,2011,0.449417819131729
BLZ,2012,0.446903068035216
BLZ,2013,0.444380542363795
BLZ,2014,0.441850161758379
BLZ,2015,0.43931184585988
BLZ,2016,0.436765514309211
BLZ,2017,0.434211086747287
BLZ,2018,0.43164848281502005
BLZ,2019,0.42907762215332296
BLZ,2020,0.42649842440311
BLZ,2021,0.42391080920529395
BLZ,2022,0.42137325126213704
BMU,2009,1.0
BMU,2010,1.0
BMU,2011,1.0
BMU,2012,1.0
BMU,2013,1.0
BMU,2014,1.0
BMU,2015,1.0
BMU,2016,1.0
BMU,2017,1.0
BMU,2018,1.0
BMU,2019,1.0
BMU,2020,1.0
BMU,2021,1.0
BMU,2022,1.0
BOL,2009,0.659781896386949
BOL,2010,0.664075665659133
BOL,2011,0.6683371563317599
BOL,2012,0.6725814448276989
BOL,2013,0.676697055519889
BOL,2014,0.68037425413
BOL,2015,0.683958051297665
BOL,2016,0.6874463278769469
BOL,2017,0.6908380162747361
BOL,2018,0.6941338798139989
BOL,2019,0.697334986708387
BOL,2020,0.700442635528254
BOL,2021,0.703450412826165
BOL,2022,0.706352598708131
BRA,2009,0.840698380333651
BRA,2010,0.8434384603630799
BRA,2011,0.846225758599683
BRA,2012,0.848973874181312
BRA,2013,0.851676585442726
BRA,2014,0.854331367898168
BRA,2015,0.856935697061881
BRA,2016,0.8594870484481081
BRA,2017,0.8619828975710909
BRA,2018,0.864420719945072
BRA,2019,0.866797991084296
BRA,2020,0.869112186503004
BRA,2021,0.871360781715439
BRA,2022,0.87349556243881
BRB,2009,0.592944920242948
BRB,2010,0.592366008990356
BRB,2011,0.59236693205614
BRB,2012,0.5923721510629241
BRB,2013,0.592385370835674
BRB,2014,0.592410313429534
BRB,2015,0.592450700899645
BRB,2016,0.592510255301153
BRB,2017,0.5925926986892001
BRB,2018,0.59270175311893
BRB,2019,0.592841140645486
BRB,2020,0.593014583324011
BRB,2021,0.593220365433819
BRB,2022,0.593538514107686
BRN,2009,0.7507129708725471
BRN,2010,0.752506559029998
BRN,2011,0.7531212550477799
BRN,2012,0.752714233503027
BRN,2013,0.751756915148608
BRN,2014,0.750572639801502
BRN,2015,0.749484620568562
BRN,2016,0.748816070556641
BRN,2017,0.748476440654983
BRN,2018,0.7481724717143049
BRN,2019,0.7479233117836731
BRN,2020,0.7477481089121509
BRN,2021,0.747667316936175
BRN,2022,0.747772642014221
BTN,2009,0.333396804958817
BTN,2010,0.339051967813552
BTN,2011,0.344637606688377
BTN,2012,0.350188644248365
BTN,2013,0.35574000315858906
BTN,2014,0.36132660608412204
BTN,2015,0.366983375690037
BTN,2016,0.372745234641407
BTN,2017,0.378645544995016
BTN,2018,0.38466189277697505
BTN,2019,0.390746823405146
BTN,2020,0.396888839873439
BTN,2021,0.403075199874379
BTN,2022,0.409365143617581
BWA,2009,0.627501882968523
BWA,2010,0.634945974665277
BWA,2011,0.640187810722889
BWA,2012,0.643993247826904
BWA,2013,0.6475797354583931
BWA,2014,0.650965122400825
BWA,2015,0.654103584313295
BWA,2016,0.656949296854899
BWA,2017,0.659456435684731
BWA,2018,0.661579176461888
BWA,2019,0.663271694845464
BWA,2020,0.664488166494554
BWA,2021,0.6651827670682551
BWA,2022,0.665889787170477
CAF,2009,0.38476675697093
CAF,2010,0.386244963104203
CAF,2011,0.38803066946500697
CAF,2012,0.39030169603851694
CAF,2013,0.393042963482777
CAF,2014,0.396226521868738
CAF,2015,0.399824421267351
CAF,2016,0.403808711749566
CAF,2017,0.408151443386334
CAF,2018,0.412824666248606
CAF,2019,0.41780043040733195
CAF,2020,0.423050785933463
CAF,2021,0.428547782897949
CAF,2022,0.432751967457285
CAN,2009,0.8085918388939209
CAN,2010,0.810120892252937
CAN,2011,0.811031425434213
CAN,2012,0.8115134832487909
CAN,2013,0.81183439957458
CAN,2014,0.8121118316155599
CAN,2015,0.812465670276699
CAN,2016,0.813023011093703
CAN,2017,0.814018945832226
CAN,2018,0.8155003416466531
CAN,2019,0.817363672047941
CAN,2020,0.819509888710566
CAN,2021,0.821779279079275
CAN,2022,0.823500897353968
CHE,2009,0.735741230920283
CHE,2010,0.736086716419323
CHE,2011,0.7365058748615
CHE,2012,0.7375226295836219
CHE,2013,0.741121384785551
CHE,2014,0.747402679059582
CHE,2015,0.7560449601431689
CHE,2016,0.766726675773771
CHE,2017,0.779126273688843
CHE,2018,0.792922201625844
CHE,2019,0.8077929073222291
CHE,2020,0.823416838515457
CHE,2021,0.842006477608879
CHE,2022,0.849206266284521
CHL,2009,0.869124897308683
CHL,2010,0.869560135592209
CHL,2011,0.870109164653326
CHL,2012,0.8708249437356961
CHL,2013,0.871827777654221
CHL,2014,0.8731337014979781
CHL,2015,0.874653320342387
CHL,2016,0.876306290578181
CHL,2017,0.878000295757281
CHL,2018,0.8796204937530079
CHL,2019,0.8812736856235379
CHL,2020,0.882953490438375
CHL,2021,0.8846605116644519
CHL,2022,0.886395352768685
CIV,2009,0.467979596502274
CIV,2010,0.47237430152320103
CIV,2011,0.476797551269623
CIV,2012,0.481242507553354
CIV,2013,0.485702332186208
CIV,2014,0.49017314455736805
CIV,2015,0.494694894689553
CIV,2016,0.49929991034032
CIV,2017,0.503977309654344
CIV,2018,0.508718477756395
CIV,2019,0.513514799771241
CIV,2020,0.518357660823651
CIV,2021,0.523183461956059
CIV,2022,0.528492549676673
CMR,2009,0.504714131335678
CMR,2010,0.508505075371362
CMR,2011,0.512229843034125
CMR,2012,0.515887119982861
CMR,2013,0.5194755918770241
CMR,2014,0.522993944376709
CMR,2015,0.526440863142742
CMR,2016,0.529815033836792
CMR,2017,0.533115142121504
CMR,2018,0.5363398736606529
CMR,2019,0.5394879141193311
CMR,2020,0.542557949164174
CMR,2021,0.5455486644636349
CMR,2022,0.548458745688318
COD,2009,0.38996267049604905
COD,2010,0.39391363708294
COD,2011,0.39784969282585897
COD,2012,0.40177038557915096
COD,2013,0.405675263197158
COD,2014,0.409563873534225
COD,2015,0.413435764444694
COD,2016,0.41729048378291095
COD,2017,0.421127579403217
COD,2018,0.42494659915995797
COD,2019,0.428747090907476
COD,2020,0.432528602500115
COD,2021,0.43629068179221797
COD,2022,0.44003287663812996
COG,2009,0.622172294650265
COG,2010,0.623922871058739
COG,2011,0.625597508130231
COG,2012,0.627187169094345
COG,2013,0.628682817180686
COG,2014,0.630075415618859
COG,2015,0.63135592763847
COG,2016,0.632515316469123
COG,2017,0.6335445453404229
COG,2018,0.6344345774819751
COG,2019,0.635176376123385
COG,2020,0.635760904494257
COG,2021,0.636179125824196
COG,2022,0.636422003342807
COL,2009,0.7659641458367921
COL,2010,0.767232975672119
COL,2011,0.76839003613206
COL,2012,0.76942211203265
COL,2013,0.770315988189922
COL,2014,0.771058449419909
COL,2015,0.771636280538646
COL,2016,0.7720362663621659
COL,2017,0.772245191706503
COL,2018,0.772804816598084
COL,2019,0.774595528518377
COL,2020,0.776382533537045
COL,2021,0.778339570326128
COL,2022,0.7804646331373349
COM,2009,0.286217975367563
COM,2010,0.28854098291380104
COM,2011,0.291136750253686
COM,2012,0.29397950693899
COM,2013,0.297043482521482
COM,2014,0.300302906552932
COM,2015,0.303732008585112
COM,2016,0.307305018169792
COM,2017,0.310996559689293
COM,2018,0.314073645195839
COM,2019,0.31728758406824303
COM,2020,0.320638072194881
COM,2021,0.324124444313246
COM,2022,0.32774603552874804
CPV,2009,0.60906420177019
CPV,2010,0.617974262732302
CPV,2011,0.627419929036884
CPV,2012,0.637260454520996
CPV,2013,0.6474862075218261
CPV,2014,0.658085112712742
CPV,2015,0.6690450947671159
CPV,2016,0.6803540783583161
CPV,2017,0.691999988159713
CPV,2018,0.703970748844677
CPV,2019,0.7162542850865771
CPV,2020,0.728838521558784
CPV,2021,0.7416079308928271
CPV,2022,0.7503373806084901
CRI,2009,0.7013984694562281
CRI,2010,0.7150814489749151
CRI,2011,0.728426586679914
CRI,2012,0.7338950206682171
CRI,2013,0.739431776192863
CRI,2014,0.744866963181212
CRI,2015,0.750198195767549
CRI,2016,0.755423088085047
CRI,2017,0.760539254265608
CRI,2018,0.765544308439668
CRI,2019,0.770435864735963
CRI,2020,0.7752115372812569
CRI,2021,0.7798689402000091
CRI,2022,0.784405687613972
CUB,2009,0.7649302518711331
CUB,2010,0.766099132468685
CUB,2011,0.76707663902788
CUB,2012,0.7677769200668441
CUB,2013,0.7681640625
CUB,2014,0.768442459106445
CUB,2015,0.768702850341797
CUB,2016,0.769115829467773
CUB,2017,0.769603271484375
CUB,2018,0.770156326293945
CUB,2019,0.7707282257080079
CUB,2020,0.771080322265625
CUB,2021,0.770987701416016
CUB,2022,0.7710560607910161
CUW,2009,0.9123542567319051
CUW,2010,0.9124913032783969
CUW,2011,0.912639416184104
CUW,2012,0.912791300612311
CUW,2013,0.912938785868797
CUW,2014,0.9130820308109481
CUW,2015,0.9132204716497551
CUW,2016,0.913353544596205
CUW,2017,0.9134806858612871
CUW,2018,0.913601331655991
CUW,2019,0.913714918191305
CUW,2020,0.9138208816782181
CUW,2021,0.91391865832772
CUW,2022,0.9140076843507989
CYM,2009,1.0
CYM,2010,1.0
CYM,2011,1.0
CYM,2012,1.0
CYM,2013,1.0
CYM,2014,1.0
CYM,2015,1.0
CYM,2016,1.0
CYM,2017,1.0
CYM,2018,1.0
CYM,2019,1.0
CYM,2020,1.0
CYM,2021,1.0
CYM,2022,1.0
CYP,2009,0.676836053786548
CYP,2010,0.675229111556342
CYP,2011,0.673979892758544
CYP,2012,0.673010289148738
CYP,2013,0.672102333625375
CYP,2014,0.6712305588198041
CYP,2015,0.6704024779180731
CYP,2016,0.669625604106231
CYP,2017,0.6689074505703261
CYP,2018,0.6682555304964051
CYP,2019,0.667677357070518
CYP,2020,0.667180443478713
CYP,2021,0.666718365394971
CYP,2022,0.666694829407584
CZE,2009,0.7340848903021591
CZE,2010,0.733495599222723
CZE,2011,0.732878338394746
CZE,2012,0.732249239592898
CZE,2013,0.731622186934979
CZE,2014,0.7309959210414689
CZE,2015,0.730370442874355
CZE,2016,0.7297457533956231
CZE,2017,0.729121853567256
CZE,2018,0.728498744351241
CZE,2019,0.727876426709563
CZE,2020,0.727254901604208
CZE,2021,0.7268105943743159
CZE,2022,0.726967638379524
DEU,2009,0.802745192417062
DEU,2010,0.80305702559949
DEU,2011,0.8034057629281981
DEU,2012,0.8039344752021801
DEU,2013,0.8047323184003621
DEU,2014,0.8057574023742999
DEU,2015,0.806974371632814
DEU,2016,0.8083478706847249
DEU,2017,0.809842544038853
DEU,2018,0.811423036204018
DEU,2019,0.813053991689039
DEU,2020,0.814700055002738
DEU,2021,0.8163258706539339
DEU,2022,0.817867852780995
DJI,2009,0.706383251554484
DJI,2010,0.7064865547829029
DJI,2011,0.706776532458676
DJI,2012,0.707266311335377
DJI,2013,0.7079693312874841
DJI,2014,0.7088990321894779
DJI,2015,0.710068853915837
DJI,2016,0.7114922363410411
DJI,2017,0.7131826193395701
DJI,2018,0.7151534427859021
DJI,2019,0.7174181465545181
DJI,2020,0.719990170519895
DJI,2021,0.722882954556515
DJI,2022,0.7261099385388561
DMA,2009,0.676071900939817
DMA,2010,0.679983269911984
DMA,2011,0.6839781656027271
DMA,2012,0.68754609337094
DMA,2013,0.69119704197722
DMA,2014,0.694907847110252
DMA,2015,0.698679153463528
DMA,2016,0.702511605730541
DMA,2017,0.706405848604787
DMA,2018,0.710362526779762
DMA,2019,0.714382284948964
DMA,2020,0.71846576780589
DMA,2021,0.7226136200440421
DMA,2022,0.72682648635692
DNK,2009,0.867617653139929
DNK,2010,0.868652420043945
DNK,2011,0.871567653955846
DNK,2012,0.8723361968994141
DNK,2013,0.8754365247604321
DNK,2014,0.876823985731907
DNK,2015,0.877254056577329
DNK,2016,0.876999969482422
DNK,2017,0.8801619437995091
DNK,2018,0.8810597623106889
DNK,2019,0.882096490810669
DNK,2020,0.882394485473632
DNK,2021,0.882616449318149
DNK,2022,0.8838802398377029
DOM,2009,0.735894974865426
DOM,2010,0.741642773174177
DOM,2011,0.7424403895013011
DOM,2012,0.742398679969568
DOM,2013,0.742251359951216
DOM,2014,0.741931533822153
DOM,2015,0.741372305958285
DOM,2016,0.740506780735522
DOM,2017,0.7392680625297701
DOM,2018,0.7375892557169379
DOM,2019,0.735403464672933
DOM,2020,0.732643793773663
DOM,2021,0.7292433473950349
DOM,2022,0.724203155643711
DZA,2009,0.665097384559521
DZA,2010,0.671235057867459
DZA,2011,0.677344007507578
DZA,2012,0.683421258553675
DZA,2013,0.689463836079277
DZA,2014,0.695468765157615
DZA,2015,0.701433070861612
DZA,2016,0.707353778263851
DZA,2017,0.713227912436551
DZA,2018,0.71905249845153
DZA,2019,0.7248245613801749
DZA,2020,0.730541126293395
DZA,2021,0.736199218261573
DZA,2022,0.741795862354514
ECU,2009,0.626588021150118
ECU,2010,0.627405258611644
ECU,2011,0.627949053547691
ECU,2012,0.628408732819135
ECU,2013,0.6288372866241221
ECU,2014,0.629232432195799
ECU,2015,0.62959188676731
ECU,2016,0.6299133675718039
ECU,2017,0.630194591842425
ECU,2018,0.630433276812321
ECU,2019,0.630627139714638
ECU,2020,0.630773897782521
ECU,2021,0.630871268249117
ECU,2022,0.630901835932266
EGY,2009,0.429383470624904
EGY,2010,0.42905717552015404
EGY,2011,0.42863416847017705
EGY,2012,0.42811851413852503
EGY,2013,0.427514277188751
EGY,2014,0.42682552228440795
EGY,2015,0.426056314089048
EGY,2016,0.425210717266225
EGY,2017,0.42448600868717895
EGY,2018,0.424577177449969
EGY,2019,0.424812027332648
EGY,2020,0.425181534630674
EGY,2021,0.425686062621468
EGY,2022,0.426325129008032
ERI,2009,0.35574203491210904
ERI,2010,0.35634654998779297
ERI,2011,0.356706275939941
ERI,2012,0.35682426452636695
ERI,2013,0.356713333129883
ERI,2014,0.35639720916747997
ERI,2015,0.35591007232666
ERI,2016,0.355254287719727
ERI,2017,0.354427146911621
ERI,2018,0.353451042175293
ERI,2019,0.352352333068848
ERI,2020,0.35116138458252005
ERI,2021,0.34987113952636695
ERI,2022,0.348469276428223
ESP,2009,0.782919921861701
ESP,2010,0.7851381562348879
ESP,2011,0.7869539795649501
ESP,2012,0.7884556803016181
ESP,2013,0.789858086902112
ESP,2014,0.791196713833488
ESP,2015,0.792454892743023
ESP,2016,0.7936159552779969
ESP,2017,0.7946632330856831
ESP,2018,0.795580057813361
ESP,2019,0.796349761108307
ESP,2020,0.796955674617799
ESP,2021,0.797846242983598
ESP,2022,0.799548794567814
EST,2009,0.677348909034398
EST,2010,0.678048042926262
EST,2011,0.6787755563345059
EST,2012,0.679629593320316
EST,2013,0.680923458296768
EST,2014,0.682668382808032
EST,2015,0.684796609690553
EST,2016,0.6872403817807801
EST,2017,0.6899319419151579
EST,2018,0.6928035329301331
EST,2019,0.695787397662154
EST,2020,0.6988157789476649
EST,2021,0.701777274135822
EST,2022,0.704892333736738
ETH,2009,0.17151100158691399
ETH,2010,0.174937839508057
ETH,2011,0.17863790512085
ETH,2012,0.182061367034912
ETH,2013,0.18615514755249
ETH,2014,0.190262870788574
ETH,2015,0.19451566696167
ETH,2016,0.19876361846923798
ETH,2017,0.203084850311279
ETH,2018,0.207838096618652
ETH,2019,0.212486705780029
ETH,2020,0.21626005172729498
ETH,2021,0.221067085266113
ETH,2022,0.227367687225342
FIN,2009,0.6954625996694701
FIN,2010,0.6978557987969469
FIN,2011,0.7005832618742519
FIN,2012,0.7036613631687121
FIN,2013,0.706742118159277
FIN,2014,0.709879168940753
FIN,2015,0.7130549300406039
FIN,2016,0.716158383428171
FIN,2017,0.719563038312956
FIN,2018,0.7234234677403429
FIN,2019,0.7274312143583139
FIN,2020,0.730849439791673
FIN,2021,0.7337102157803289
FIN,2022,0.736967597835949
FJI,2009,0.5156280131695791
FJI,2010,0.520415147785104
FJI,2011,0.525335449475105
FJI,2012,0.530383211294771
FJI,2013,0.535552726299291
FJI,2014,0.540838287543856
FJI,2015,0.546234188083653
FJI,2016,0.551734720973874
FJI,2017,0.557408343449609
FJI,2018,0.562328347385698
FJI,2019,0.5670989552257
FJI,2020,0.57186684691874
FJI,2021,0.5766183647619281
FJI,2022,0.581352701465266
FRA,2009,0.771005391809676
FRA,2010,0.770962844808803
FRA,2011,0.7711827173875091
FRA,2012,0.771669464919916
FRA,2013,0.772440721470918
FRA,2014,0.773524296788613
FRA,2015,0.777610919150066
FRA,2016,0.785999114705779
FRA,2017,0.786467804026368
FRA,2018,0.786714432536599
FRA,2019,0.786890784549356
FRA,2020,0.7871191317652491
FRA,2021,0.787364603392338
FRA,2022,0.787591921123356
FRO,2009,0.36888809204101597
FRO,2010,0.37253692626953094
FRO,2011,0.37297595977783204
FRO,2012,0.373244972229004
FRO,2013,0.37741481781005903
FRO,2014,0.37909389495849605
FRO,2015,0.38143150329589803
FRO,2016,0.38320022583007796
FRO,2017,0.383324699401855
FRO,2018,0.384058837890625
FRO,2019,0.383945655822754
FRO,2020,0.386689987182617
FRO,2021,0.38808376312255904
FRO,2022,0.389959824546757
FSM,2009,0.22299538501660598
FSM,2010,0.22290352987513798
FSM,2011,0.222914664135472
FSM,2012,0.222942568788425
FSM,2013,0.22298632396114598
FSM,2014,0.223046193122479
FSM,2015,0.22312233609941098
FSM,2016,0.223214896137555
FSM,2017,0.22332401189542
FSM,2018,0.223449820355433
FSM,2019,0.22359245777081
FSM,2020,0.223752060036598
FSM,2021,0.223928762855411
FSM,2022,0.224122701819053
GAB,2009,0.857432582123932
GAB,2010,0.861852592472945
GAB,2011,0.8656653836503151
GAB,2012,0.868838635787001
GAB,2013,0.871482480671637
GAB,2014,0.8762360179629689
GAB,2015,0.88085308383892
GAB,2016,0.885445883406178
GAB,2017,0.890009733256896
GAB,2018,0.894539949981866
GAB,2019,0.899031850170394
GAB,2020,0.903480750410147
GAB,2021,0.907881967286967
GAB,2022,0.912243355459988
GBR,2009,0.808692180088478
GBR,2010,0.8099516511627699
GBR,2011,0.811359685592627
GBR,2012,0.8129056677595079
GBR,2013,0.814573768694887
GBR,2014,0.816355750750722
GBR,2015,0.818243772295647
GBR,2016,0.820229991698295
GBR,2017,0.8223065673273
GBR,2018,0.824465657551295
GBR,2019,0.8266994207389131
GBR,2020,0.8290000152587891
GBR,2021,0.829886431523641
GBR,2022,0.830753982997505
GEO,2009,0.547033821122222
GEO,2010,0.551969344748228
GEO,2011,0.556899257648533
GEO,2012,0.561683526759979
GEO,2013,0.566182119019407
GEO,2014,0.570237612994258
