country,year,governance
AUT,2022,0.8338896776179265
AZE,2009,0.028857656802190434
AZE,2010,0.0
AZE,2011,0.00602588476454186
AZE,2012,0.001953909973601218
AZE,2013,0.06793611771931761
AZE,2014,0.12707519599068703
AZE,2015,0.1505197953486174
AZE,2016,0.22484115412587494
AZE,2017,0.22182580971672516
AZE,2018,0.2151798425303075
AZE,2019,0.24794907755304899
AZE,2020,0.24748060060999064
AZE,2021,0.24749399967149424
AZE,2022,0.2483564743840337
BDI,2009,0.0
BDI,2010,0.0
BDI,2011,0.0
BDI,2012,0.0
BDI,2013,0.0
BDI,2014,0.0
BDI,2015,0.0
BDI,2016,0.0
BDI,2017,0.0
BDI,2018,0.0
BDI,2019,0.0
BDI,2020,0.0
BDI,2021,0.0
BDI,2022,0.0
BEL,2009,0.8362740896334466
BEL,2010,0.8083422099392408
BEL,2011,0.853065760829105
BEL,2012,0.85481737765464
BEL,2013,0.8594859701695059
BEL,2014,0.7721105920626965
BEL,2015,0.7646646355432394
BEL,2016,0.707977160678735
BEL,2017,0.6420643012464591
BEL,2018,0.6683589136668401
BEL,2019,0.6323294908964487
BEL,2020,0.6483511409039424
BEL,2021,0.6675264397798134
BEL,2022,0.6943612631432537
BEN,2009,0.11538023366525313
BEN,2010,0.10855344450981297
BEN,2011,0.12011765160335487
BEN,2012,0.10225356527784195
BEN,2013,0.09623362838938244
BEN,2014,0.12000287720335341
BEN,2015,0.08930399326674282
BEN,2016,0.10441349399222029
BEN,2017,0.1136217865864152
BEN,2018,0.14767533799459445
BEN,2019,0.1637067268321566
BEN,2020,0.2044205268654778
BEN,2021,0.2001407685793184
BEN,2022,0.19588434426855827
BFA,2009,0.08611710818970901
BFA,2010,0.09670498122856841
BFA,2011,0.09357162703627335
BFA,2012,0.06378018636983408
BFA,2013,0.061800066524706626
BFA,2014,0.08221637994091209
BFA,2015,0.05267857370454474
BFA,2016,0.09456727534790366
BFA,2017,0.09914181298714196
BFA,2018,0.10850190714398118
BFA,2019,0.06101282264041382
BFA,2020,0.05994044019119741
BFA,2021,0.02217551214971369
BFA,2022,0.0
BGD,2009,0.0
BGD,2010,0.002361600930326549
BGD,2011,0.0
BGD,2012,0.005066054431955269
BGD,2013,0.01320212798012315
BGD,2014,0.04220462536910329
BGD,2015,0.05215908228585895
BGD,2016,0.0916803004840852
BGD,2017,0.07879305044929664
BGD,2018,0.06369760239807903
BGD,2019,0.0709970189375799
BGD,2020,0.030371195181253023
BGD,2021,0.08183352626892573
BGD,2022,0.06237201036708265
BGR,2009,0.24692682720223866
BGR,2010,0.1694476037543255
BGR,2011,0.1744339827912915
BGR,2012,0.20003985076974992
BGR,2013,0.21603741514717492
BGR,2014,0.21569508546607719
BGR,2015,0.2302607803783362
BGR,2016,0.243601212817686
BGR,2017,0.24996338134532978
BGR,2018,0.2581238346493063
BGR,2019,0.27786571774295227
BGR,2020,0.24725010407149112
BGR,2021,0.26128042477508695
BGR,2022,0.24202136542449953
BHR,2009,0.3865521070873911
BHR,2010,0.39667954262009425
BHR,2011,0.4077354023924449
BHR,2012,0.3757610585232443
BHR,2013,0.38341479853792054
BHR,2014,0.4052400396115475
BHR,2015,0.4124992916471753
BHR,2016,0.4042453063577762
BHR,2017,0.40427886937281077
BHR,2018,0.4027795143905593
BHR,2019,0.40867199679154564
BHR,2020,0.4035713335641457
BHR,2021,0.5008682591854324
BHR,2022,0.5046086235444779
BHS,2009,0.5854058467883331
BHS,2010,0.5857522942297954
BHS,2011,0.5855484977723896
BHS,2012,0.5855998390543948
BHS,2013,0.5856571608931199
BHS,2014,0.5102967212365778
BHS,2015,0.5098691931326998
BHS,2016,0.5100178246734763
BHS,2017,0.5100660612948892
BHS,2018,0.5103310032256443
BHS,2019,0.5105892456256476
BHS,2020,0.45806577422816663
BHS,2021,0.45850346601040454
BHS,2022,0.4979344529676274
BIH,2009,0.04373613809896367
BIH,2010,0.034544872117069664
BIH,2011,0.026826751245900272
BIH,2012,0.07279958487746623
BIH,2013,0.09024526099705095
BIH,2014,0.18836266671128696
BIH,2015,0.11490626637504206
BIH,2016,0.1308472278877739
BIH,2017,0.11229008327614765
BIH,2018,0.04827031515050184
BIH,2019,0.006726982487557316
BIH,2020,0.0356811452132114
BIH,2021,0.0
BIH,2022,0.022330843221241563
BLR,2009,0.0
BLR,2010,0.0
BLR,2011,0.0
BLR,2012,0.0
BLR,2013,0.0
BLR,2014,0.10951853642508723
BLR,2015,0.1569269977951684
BLR,2016,0.1587190405696784
BLR,2017,0.2002820142959489
BLR,2018,0.19096770571268656
BLR,2019,0.18810547009169337
BLR,2020,0.06455102457394415
BLR,2021,0.04306072735726909
BLR,2022,0.0710401900601317
BLZ,2009,0.09661684154838508
BLZ,2010,0.175687481335271
BLZ,2011,0.1784272952870141
BLZ,2012,0.17847193703826753
BLZ,2013,0.1785217750109333
BLZ,2014,0.12331430819109497
BLZ,2015,0.13731531436257166
BLZ,2016,0.1312627948782123
BLZ,2017,0.1313146263697844
BLZ,2018,0.13701239753067712
BLZ,2019,0.14283517213120697
BLZ,2020,0.14200779642367936
BLZ,2021,0.14249879032619162
BLZ,2022,0.219940104234241
BMU,2009,0.5115109049732676
BMU,2010,0.5122634420202019
BMU,2011,0.5118207174197407
BMU,2012,0.5119322237559608
BMU,2013,0.5120567696666686
BMU,2014,0.742069830810377
BMU,2015,0.7411411451256272
BMU,2016,0.7414639644659502
BMU,2017,0.7415688039520565
BMU,2018,0.7421443099839543
BMU,2019,0.7427052404513875
BMU,2020,0.7411032029051257
BMU,2021,0.742053915339762
BMU,2022,0.6629548760786163
BOL,2009,0.1478731538952807
BOL,2010,0.16624777714471747
BOL,2011,0.17878246845877258
BOL,2012,0.1851863701609044
BOL,2013,0.21294128420134956
BOL,2014,0.13968711165189576
BOL,2015,0.12490866578747033
BOL,2016,0.15738057236738373
BOL,2017,0.16380323275562025
BOL,2018,0.14707532148433625
BOL,2019,0.11648604840695288
BOL,2020,0.11191850442420669
BOL,2021,0.10975619002326793
BOL,2022,0.12442551523803365
BRA,2009,0.25786219346297046
BRA,2010,0.26360777639698446
BRA,2011,0.25443758942648026
BRA,2012,0.26430491976282483
BRA,2013,0.3113698749488466
BRA,2014,0.25947439468759237
BRA,2015,0.23284192983349408
BRA,2016,0.233262496961518
BRA,2017,0.2318082085788112
BRA,2018,0.19865987815743197
BRA,2019,0.2801175117302247
BRA,2020,0.23755673277022854
BRA,2021,0.2436961500705346
BRA,2022,0.18924824663476034
BRB,2009,0.6969886883815561
BRB,2010,0.665878910785715
BRB,2011,0.6831138294720397
BRB,2012,0.6878765422238088
BRB,2013,0.6613438840375934
BRB,2014,0.6468331906387751
BRB,2015,0.6463945837986783
BRB,2016,0.5857572290061053
BRB,2017,0.5858067401723929
BRB,2018,0.5860785450370889
BRB,2019,0.5207065501606285
BRB,2020,0.4656558850410197
BRB,2021,0.48264677740479
BRB,2022,0.4972708399361839
BRN,2009,0.5209690737241854
BRN,2010,0.509155840170504
BRN,2011,0.5087739342370139
BRN,2012,0.5105329695673325
BRN,2013,0.5300648142017502
BRN,2014,0.638150108574883
BRN,2015,0.6377994780117806
BRN,2016,0.584971161624774
BRN,2017,0.5973199001096696
BRN,2018,0.5995463992832744
BRN,2019,0.6181238385709827
BRN,2020,0.6175189199650526
BRN,2021,0.6178779167714352
BRN,2022,0.5880085001031726
BTN,2009,0.401165450369582
BTN,2010,0.40764909282797906
BTN,2011,0.4201045335953361
BTN,2012,0.4351442611590815
BTN,2013,0.4752220959805495
BTN,2014,0.40331711088259353
BTN,2015,0.38537710743543985
BTN,2016,0.41012700414828407
BTN,2017,0.4240528121721519
BTN,2018,0.4420972629377579
BTN,2019,0.4245026611516565
BTN,2020,0.42421020212386235
BTN,2021,0.4610209535831018
BTN,2022,0.44089504031450794
BWA,2009,0.4500595081733948
BWA,2010,0.43972745916734046
BWA,2011,0.44362877566761794
BWA,2012,0.4466828466325773
BWA,2013,0.445106822874015
BWA,2014,0.4354334848037322
BWA,2015,0.45221401190189603
BWA,2016,0.44134005255961617
BWA,2017,0.4019457005973824
BWA,2018,0.3794485782909451
BWA,2019,0.397933367970452
BWA,2020,0.36755263004295735
BWA,2021,0.3976796354984669
BWA,2022,0.4162452443952869
CAF,2009,0.0
CAF,2010,0.0
CAF,2011,0.0
CAF,2012,0.0
CAF,2013,0.0
CAF,2014,0.0
CAF,2015,0.0
CAF,2016,0.0
CAF,2017,0.0
CAF,2018,0.0
CAF,2019,0.0
CAF,2020,0.0
CAF,2021,0.0
CAF,2022,0.0
CAN,2009,0.850851778339783
CAN,2010,0.8546340392765055
CAN,2011,0.8727254194380119
CAN,2012,0.8987667569153373
CAN,2013,0.8716961100694338
CAN,2014,0.8915783891831272
CAN,2015,0.8794165512658877
CAN,2016,0.8761077347291711
CAN,2017,0.903694539568703
CAN,2018,0.8656425121240264
CAN,2019,0.8705558826161164
CAN,2020,0.8176911926792233
CAN,2021,0.8160754292650797
CAN,2022,0.856738541629152
CHE,2009,0.8630148581212593
CHE,2010,0.8530365443388997
CHE,2011,0.8681752615545825
CHE,2012,0.8998837157545314
CHE,2013,0.8823246051410956
CHE,2014,0.9516320677843487
CHE,2015,0.9314877879973036
CHE,2016,0.9494752437305628
CHE,2017,0.9508938775374145
CHE,2018,0.9564229185652756
CHE,2019,0.9379102196210758
CHE,2020,0.9065277874639557
CHE,2021,0.9458948510936149
CHE,2022,0.9284066901448725
CHL,2009,0.6825956452788667
CHL,2010,0.6437095752765484
CHL,2011,0.671637500613579
CHL,2012,0.6857024627932572
CHL,2013,0.6666461214390277
CHL,2014,0.6263848828781496
CHL,2015,0.6094770320150639
CHL,2016,0.5842614362133755
CHL,2017,0.580531954506722
CHL,2018,0.6045691845507645
CHL,2019,0.6082768029107206
CHL,2020,0.5513439291368736
CHL,2021,0.5503620720544009
CHL,2022,0.5521920570494129
CIV,2009,0.0
CIV,2010,0.0
CIV,2011,0.0
CIV,2012,0.0
CIV,2013,0.0
CIV,2014,0.03021746546097801
CIV,2015,0.07004856146695278
CIV,2016,0.06665212814025827
CIV,2017,0.07138778132391746
CIV,2018,0.10012667668829317
CIV,2019,0.10626727049156089
CIV,2020,0.10677493151935748
CIV,2021,0.10252102361770868
CIV,2022,0.15015481798551447
CMR,2009,0.0
CMR,2010,0.0
CMR,2011,0.0
CMR,2012,0.0
CMR,2013,0.006290597930832246
CMR,2014,0.07816179124928892
CMR,2015,0.061302438452718176
CMR,2016,0.06595116113979374
CMR,2017,0.061832779843157756
CMR,2018,0.04453772878325604
CMR,2019,0.02494666683312004
CMR,2020,0.0
CMR,2021,0.008690533249313886
CMR,2022,0.009790432795569074
COD,2009,0.0
COD,2010,0.0
COD,2011,0.0
COD,2012,0.0
COD,2013,0.0
COD,2014,0.0
COD,2015,0.0
COD,2016,0.0
COD,2017,0.0
COD,2018,0.0
COD,2019,0.0
COD,2020,0.0
COD,2021,0.0
COD,2022,0.0
COG,2009,0.0
COG,2010,0.0
COG,2011,0.0
COG,2012,0.0
COG,2013,0.0
COG,2014,0.0
COG,2015,0.0
COG,2016,0.000646684461056068
COG,2017,0.0
COG,2018,0.0
COG,2019,0.0
COG,2020,0.0
COG,2021,0.0
COG,2022,0.0
COL,2009,0.18473201125338154
COL,2010,0.21753333866245594
COL,2011,0.24877723759588413
COL,2012,0.23180987529134
COL,2013,0.25013975874760996
COL,2014,0.19838150448453512
COL,2015,0.22232347046935078
COL,2016,0.22851494802569433
COL,2017,0.21745039520368498
COL,2018,0.2288870170872025
COL,2019,0.24199695298805277
COL,2020,0.2390046484285613
COL,2021,0.255726644504401
COL,2022,0.2666366179095516
COM,2009,0.0
COM,2010,0.0
COM,2011,0.0
COM,2012,0.0
COM,2013,0.0
COM,2014,0.0
COM,2015,0.0
COM,2016,0.0
COM,2017,0.0
COM,2018,0.0
COM,2019,0.0
COM,2020,0.0
COM,2021,0.0
COM,2022,0.0
CPV,2009,0.3252352891540349
CPV,2010,0.3013563641195617
CPV,2011,0.3089667369278592
CPV,2012,0.3026424125788036
CPV,2013,0.290355407818738
CPV,2014,0.32897960787025576
CPV,2015,0.37177369390360343
CPV,2016,0.3608375433075642
CPV,2017,0.3705056851564346
CPV,2018,0.37900359872647477
CPV,2019,0.3915964288952003
CPV,2020,0.3952060380223534
CPV,2021,0.3567948503681049
CPV,2022,0.38377369730238975
CRI,2009,0.397626496781382
CRI,2010,0.3977160090483535
CRI,2011,0.3851127537561654
CRI,2012,0.4078045873026963
CRI,2013,0.3766720966635748
CRI,2014,0.38604480554661014
CRI,2015,0.3836602954891765
CRI,2016,0.36923568289035924
CRI,2017,0.3752447371264268
CRI,2018,0.38143902521762196
CRI,2019,0.3655880988620667
CRI,2020,0.33991340546037246
CRI,2021,0.3548432607197884
CRI,2022,0.30573975270822806
CUB,2009,0.12680672455104808
CUB,2010,0.07135392418314285
CUB,2011,0.071186730040088
CUB,2012,0.11096246504560678
CUB,2013,0.11100478647157544
CUB,2014,0.2655792031924538
CUB,2015,0.2652637043150011
CUB,2016,0.2546511247139545
CUB,2017,0.2452437743548368
CUB,2018,0.19696198830046235
CUB,2019,0.2307579509213946
CUB,2020,0.2301973145797018
CUB,2021,0.2342114119610742
CUB,2022,0.2725908340353679
CUW,2009,
CUW,2010,
CUW,2011,
CUW,2012,
CUW,2013,
CUW,2014,
CUW,2015,
CUW,2016,
CUW,2017,
CUW,2018,
CUW,2019,
CUW,2020,
CUW,2021,
CUW,2022,
CYM,2009,0.593250082240825
CYM,2010,0.5937086569506258
CYM,2011,0.5934388782854743
CYM,2012,0.5935068213314888
CYM,2013,0.5935827057724921
CYM,2014,0.6309261516280937
CYM,2015,0.630360253703713
CYM,2016,0.6305569584627132
CYM,2017,0.6306208491096389
CYM,2018,0.6309715450340169
CYM,2019,0.6313133845055474
CYM,2020,0.5617882361338177
CYM,2021,0.6309164781593009
CYM,2022,0.65315483517553
CYP,2009,0.698943153926
CYP,2010,0.7492830358273256
CYP,2011,0.7560232539731975
CYP,2012,0.7514429318610663
CYP,2013,0.7472760198172772
CYP,2014,0.6318358171816361
CYP,2015,0.6180992300507092
CYP,2016,0.6087330899758744
CYP,2017,0.6303832608727337
CYP,2018,0.5474141151204226
CYP,2019,0.5920942988039082
CYP,2020,0.5937760117451597
CYP,2021,0.5471729320133579
CYP,2022,0.5768883248356049
CZE,2009,0.5423305438665992
CZE,2010,0.49941769639543676
CZE,2011,0.5085089269449832
CZE,2012,0.5042297242296667
CZE,2013,0.49259224714614686
CZE,2014,0.5608255299051038
CZE,2015,0.5701834344592096
CZE,2016,0.5955185433533825
CZE,2017,0.6022147406801194
CZE,2018,0.6013604034463955
CZE,2019,0.5835850450525468
CZE,2020,0.6208979671924305
CZE,2021,0.625936962056276
CZE,2022,0.656701501394254
DEU,2009,0.8452209698057703
DEU,2010,0.7689362236699454
DEU,2011,0.8040032016567252
DEU,2012,0.8407655530913627
DEU,2013,0.8578049435216485
DEU,2014,0.9084634616416568
DEU,2015,0.9074268318102087
DEU,2016,0.8889417153243235
DEU,2017,0.8838171952313196
DEU,2018,0.8549948661986058
DEU,2019,0.8831704454089879
DEU,2020,0.8482448111807521
DEU,2021,0.8630620489622622
DEU,2022,0.8475938782367801
DJI,2009,0.026293174472317177
DJI,2010,0.027798575372564464
DJI,2011,0.029147076530668236
DJI,2012,0.014816518807478595
DJI,2013,0.030283676433188113
DJI,2014,0.04044876006065262
DJI,2015,0.02022163485674998
DJI,2016,0.0331472192796942
DJI,2017,0.011460642152310496
DJI,2018,0.013821426066691409
DJI,2019,0.05272952281889586
DJI,2020,0.045522723206959124
DJI,2021,0.0544465308489864
DJI,2022,0.08370236854229778
DMA,2009,0.4339146194807059
DMA,2010,0.4909604375388368
DMA,2011,0.4666368924269092
DMA,2012,0.4667186593827189
DMA,2013,0.466810001765408
DMA,2014,0.30551657663259885
DMA,2015,0.3048355448212006
DMA,2016,0.281073485747549
DMA,2017,0.11616371927619706
DMA,2018,0.11658575703292226
DMA,2019,0.11699714090172023
DMA,2020,0.1398210695862938
DMA,2021,0.1405182783134098
DMA,2022,0.25885666527163914
DNK,2009,0.974217591216072
DNK,2010,0.8936193930565016
DNK,2011,0.9336861491417509
DNK,2012,0.9088577535368783
DNK,2013,0.9063300369245454
DNK,2014,0.8574851634806421
DNK,2015,0.852535157993563
DNK,2016,0.8658859175144622
DNK,2017,0.8626779534260387
DNK,2018,0.8937602466054785
DNK,2019,0.9015896777290408
DNK,2020,0.9197154706021649
DNK,2021,0.9819935568161712
DNK,2022,0.951869982827632
DOM,2009,0.046857302413353966
DOM,2010,0.03380191049701431
DOM,2011,0.04600005660286467
DOM,2012,0.10242236077214964
DOM,2013,0.12964056069778127
DOM,2014,0.2295059556867545
DOM,2015,0.16707904184814526
DOM,2016,0.1866192527258433
DOM,2017,0.16342818975607135
DOM,2018,0.1495088524984903
DOM,2019,0.16824560989554058
DOM,2020,0.1483504546105484
DOM,2021,0.21704989398727895
DOM,2022,0.22655257376689938
DZA,2009,0.03788372215993654
DZA,2010,0.06913798085555163
DZA,2011,0.030035140182615775
DZA,2012,0.0505842023496205
DZA,2013,0.0860636426662459
DZA,2014,0.16309938985902814
DZA,2015,0.14991899450305135
DZA,2016,0.12741095686358425
DZA,2017,0.09514814100440278
DZA,2018,0.17160230356665365
DZA,2019,0.1628822923820322
DZA,2020,0.1781027438728869
DZA,2021,0.11444367194679014
DZA,2022,0.17881799231207599
ECU,2009,0.10980390375447616
ECU,2010,0.10798552038588773
ECU,2011,0.1677316415046453
ECU,2012,0.1706858404404464
ECU,2013,0.20536192531833714
ECU,2014,0.23095387134508732
ECU,2015,0.202780122250423
ECU,2016,0.21605349402097923
ECU,2017,0.2195193083417527
ECU,2018,0.1964985768562651
ECU,2019,0.20229537034973347
ECU,2020,0.15385900487850054
ECU,2021,0.22992665353732933
ECU,2022,0.2666504744999845
EGY,2009,0.15705837395917885
EGY,2010,0.1085681181161916
EGY,2011,0.10488984696899174
EGY,2012,0.09215505210960377
EGY,2013,0.016166065745992397
EGY,2014,0.05565195617474209
EGY,2015,0.09563364455976203
EGY,2016,0.12201404365440412
EGY,2017,0.133143500223111
EGY,2018,0.13347347662311523
EGY,2019,0.2273465825432193
EGY,2020,0.18953044394228133
EGY,2021,0.19255457944300328
EGY,2022,0.21924531387432292
ERI,2009,0.0
ERI,2010,0.0
ERI,2011,0.0
ERI,2012,0.0
ERI,2013,0.0
ERI,2014,0.0
ERI,2015,0.0
ERI,2016,0.0
ERI,2017,0.0
ERI,2018,0.0
ERI,2019,0.0
ERI,2020,0.0
ERI,2021,0.0
ERI,2022,0.0
ESP,2009,0.5717473010205051
ESP,2010,0.5263509865206094
ESP,2011,0.5524059845045409
ESP,2012,0.5610983805502099
ESP,2013,0.600753066473267
ESP,2014,0.599666402585326
ESP,2015,0.6152924861527235
ESP,2016,0.6105838598565358
ESP,2017,0.5994588151739337
ESP,2018,0.6158785153499975
ESP,2019,0.6316844077866456
ESP,2020,0.6085464835339587
ESP,2021,0.6322315470249213
ESP,2022,0.6393001402195445
EST,2009,0.5677389881120257
EST,2010,0.6056581034027145
EST,2011,0.6112064586875233
EST,2012,0.6118074882975538
EST,2013,0.6134330885836793
EST,2014,0.6464604352838728
EST,2015,0.6041716899530372
EST,2016,0.6137373453217242
EST,2017,0.6152257196096703
EST,2018,0.6795826865562771
EST,2019,0.6567721896138449
EST,2020,0.6975678219642514
EST,2021,0.7140796815389494
EST,2022,0.7101617632746626
ETH,2009,0.09591159338436726
ETH,2010,0.11014312877498131
ETH,2011,0.09718564804953127
ETH,2012,0.12845121424582986
ETH,2013,0.09592786834199817
ETH,2014,0.11859153117873404
ETH,2015,0.09296023766405596
ETH,2016,0.11019992772350139
ETH,2017,0.09352388062442762
ETH,2018,0.0919704065059568
ETH,2019,0.09443576846134132
ETH,2020,0.08582379946533202
ETH,2021,0.053544283800227736
ETH,2022,0.037329719987719896
FIN,2009,0.9716353306192281
FIN,2010,0.9677593742938939
FIN,2011,0.9975419258268479
FIN,2012,1.0
FIN,2013,0.9958200810623613
FIN,2014,0.9418195428776177
FIN,2015,0.894721416844215
FIN,2016,0.8995018425016792
FIN,2017,0.9557162651338315
FIN,2018,0.9719622023586401
FIN,2019,0.9684611583103038
FIN,2020,0.9639892705544381
FIN,2021,0.9707308939677359
FIN,2022,0.8861385662964973
FJI,2009,0.0
FJI,2010,0.08829206999748161
FJI,2011,0.09440285905906297
FJI,2012,0.07704303497501466
FJI,2013,0.07713918141146266
FJI,2014,0.23368607070822012
FJI,2015,0.23296912287586505
FJI,2016,0.23321834541983177
FJI,2017,0.23329926267905798
FJI,2018,0.4074329430894797
FJI,2019,0.6302167857037111
FJI,2020,0.48029132043437267
FJI,2021,0.5049873921367378
FJI,2022,0.43033984791346214
FRA,2009,0.7727311320135017
FRA,2010,0.7370356400002901
FRA,2011,0.7460920003092896
FRA,2012,0.7605473327076516
FRA,2013,0.7479230310847115
FRA,2014,0.7412796456686814
FRA,2015,0.7430216870673368
FRA,2016,0.7301983930407497
FRA,2017,0.7242404513222227
FRA,2018,0.7624341820124593
FRA,2019,0.7504900625043343
FRA,2020,0.7532752698620007
FRA,2021,0.7682008112772253
FRA,2022,0.7444910739047134
FSM,2009,0.11354707864837356
FSM,2010,0.12299714260111337
FSM,2011,0.04025996401600361
FSM,2012,0.040338789714409774
FSM,2013,0.04691557199057598
FSM,2014,0.20953331460950655
FSM,2015,0.20887676059583074
FSM,2016,0.20910496948968332
FSM,2017,0.288707617379537
FSM,2018,0.28911449132031664
FSM,2019,0.2663747806393888
FSM,2020,0.31151478089691226
FSM,2021,0.31218695625546294
FSM,2022,0.23825472583265198
GAB,2009,0.06578984951154568
GAB,2010,0.0761311798187391
GAB,2011,0.006188667021491237
GAB,2012,0.0
GAB,2013,0.0
GAB,2014,0.04344390783563389
GAB,2015,0.03657424168338256
GAB,2016,0.0492898203277358
GAB,2017,0.0
GAB,2018,0.01136364601927965
GAB,2019,0.00856641218689742
GAB,2020,0.00027719716993518764
GAB,2021,0.07374006827246714
GAB,2022,0.07187985368747725
GBR,2009,0.7512867837735927
GBR,2010,0.7500284484952167
GBR,2011,0.7459222897571234
GBR,2012,0.75887369188394
GBR,2013,0.7388277154554383
GBR,2014,0.8080596858253419
GBR,2015,0.8008613504985986
GBR,2016,0.8062777086872782
GBR,2017,0.7779203597693767
GBR,2018,0.7644405770903892
GBR,2019,0.7225606338579643
GBR,2020,0.7147597002505754
GBR,2021,0.7004351557647436
GBR,2022,0.688765194127237
GEO,2009,0.2936351385878003
GEO,2010,0.3353520054375352
GEO,2011,0.4436155400093035
GEO,2012,0.4667047374310103
GEO,2013,0.4462236509906579
GEO,2014,0.4392208766005914
GEO,2015,0.4196828553256269
GEO,2016,0.4614621421935858
GEO,2017,0.47314530680876904
GEO,2018,0.4301834057002483
GEO,2019,0.43323613675905714
GEO,2020,0.36682702184158134
GEO,2021,0.41368667726085795
GEO,2022,0.4107068240243735
GHA,2009,0.29191296701693553
GHA,2010,0.2781830467361226
GHA,2011,0.26813136492187134
GHA,2012,0.27336549587410214
GHA,2013,0.23715724465359472
GHA,2014,0.2373236871419795
GHA,2015,0.23806115841488182
GHA,2016,0.2719267307943571
GHA,2017,0.278083730277807
GHA,2018,0.26158556389035276
GHA,2019,0.24824856291797306
GHA,2020,0.2627318699423036
GHA,2021,0.2515730661608401
GHA,2022,0.24445394870015702
